S.No.,State,Blood Center,Address,District,Category,Phone,Email,Action
589,Bihar,S.R. Hospital,"SR Hospital& Research Centre, BH.Colony near Tej Naryan Cmplex, Patna 800026, patna, Dist. Patna",Patna,Private,7480094721,-,StockCamps
590,Bihar,Sri Narayan Medical Institute And Hospital Saharsa,"Sri Narayan Medical Institute & Hospital Mahavir Nagar, Bherdhari, Saharsa, Dist. Saharsa",Saharsa,Private,9308317610,-,StockCamps
591,Bihar,State Of The Art Model Blood Centre Jaiprabha Hospital Campus Kankarbagh Patna,"State of art Model Blood Centre, Jay Prabha Hospital campus,Kankarbagh Colony,, Patna , Patna, Dist. Patna",Patna,Govt.,9835091877,-,StockCamps
592,Bihar,"Sub Divisional Hospital, Benipur Darbhanga","Blood Centre, Sub Divisional Hospital, Benipur Darbhanga, Darbhanga, Dist. Darbhanga",Darbhanga,Govt.,7870714100,-,StockCamps
593,Bihar,"Surya Hospital Blood Centre, Saharsa","c/o Surya Hospital, Gandhi Path, Satsang Mandir road,, Saharsa, Dist. Saharsa",Saharsa,Private,9931697749,-,StockCamps
594,Bihar,Vatsalya Blood Centre,"Vaatsalya Blood Bank, Mahavir Vaatsalya Aspatal, East of Sadaquat Ashram,L. C. T. Ghat,, Patna, Dist. Patna",Patna,Charitable/Vol,7007349297,-,StockCamps
595,Chandigarh,"Blood Centre, Department Of Transfusion Medicine, Nehru Hospital,Pgimer","PGIMER, Sector 12, Chandigarh, Chandigarh, Dist. Chandigarh",Chandigarh,Govt.,1722756481,-,StockCamps
596,Chandigarh,"Blood Centre, Government Medical College And Hospital","Department of Transfusion Medicine, Block D, Level II, Government Medical College and Hospital, Sector-32, , Chandigarh, Dist. Chandigarh",Chandigarh,Govt.,1722502210,-,StockCamps
597,Chandigarh,"Blood Centre, Govt. Multi Speciality Hospital","Room No. 164,Blood Bank,GMSH Sector-16, Room No. 164,Blood Bank,GMSH Sector-16, Chandigarh, Dist. Chandigarh",Chandigarh,Govt.,1722752045,-,StockCamps
598,Chandigarh,Civil Hospital Manimajra Bsu,"Civil Hospital Manimajra, Chandigarh, Dist. Chandigarh",Chandigarh,Govt.,-,-,StockCamps
599,Chandigarh,Community Health Center Bsu,"Sector 22, Chandigarh, Dist. Chandigarh",Chandigarh,Govt.,-,-,StockCamps
600,Chandigarh,Erakt Kosh,"Kairon Block, Sector 12, Chandigarh, Dist. Chandigarh",Chandigarh,Private,-,-,StockCamps
601,Chandigarh,Rotary And Blood Centre Society Resources Centre,"Plot 4, Sector 37A, Dakshin Marg, Chandigarh, Dist. Chandigarh",Chandigarh,Private,9878707711,rbbsrc_mks@yahoo.co.in,StockCamps
602,Chhattisgarh,"Aashirwad Blood Center, Tilda","Pandit Shyam Mukherjee Ward, Near Bhairavgarh Dham, Tilda, Tilda, Dist. Raipur",Raipur,Charitable/Vol,9425208433,shrilekhabda@gmail.com,StockCamps
603,Chhattisgarh,Aashirwad Blood Centre,"Near pallav bhawan ring road no. 2, , Bilaspur, Dist. Bilaspur",Bilaspur,Charitable/Vol,9425208433,aashirwadblood@gmail.com,StockCamps
604,Chhattisgarh,Aashirwad Blood Centre,"Aashirwad blood centre, behind hotel grand dhillon, Nehru nagar square, near images diagnostic, , Bhilai, Dist. Kondagaon",Kondagaon,Private,9691733333,aashirwadbloodbank@gmail.com,StockCamps
605,Chhattisgarh,Aashirwad Blood Centre,"Purana raipur naka shankar nagar chowk, , Mahasamund, Dist. Mahasamund",Mahasamund,Charitable/Vol,9425208433,aashirwadblood@gmail.com,StockCamps
606,Chhattisgarh,Aashirwad Blood Centre Bhatapara,"Near bhrigu hospital Mata devalaya ward Bhatapara, Bhatapara, Dist. Baloda Bazaar",Baloda Bazaar,Charitable/Vol,9425208433,shrilekhabda@gmail.com,StockCamps
607,Chhattisgarh,Abhishek I Mishra Memorial Medical College And Hospital Blood Center,"First floor, hospital building, block IV, Aadhya bhawan, Abhishek I Mishra memorial medical college and Hospital, Junwani, Bhilai, Dist. Durg",Durg,Charitable/Vol,9325170507,drprachimendhe@gmail.com,StockCamps
608,Chhattisgarh,Aiims Blood Centre Raipur,"All India Institute of Medical Sciences, Tatibandh Road, Mohba Bazar, RAIPUR, Dist. Raipur",Raipur,Govt.,"712577272, 9285578308",bloodbank@aiimsraipur.edu.in,StockCamps
609,Chhattisgarh,"Akaltara (Bsu, Bmo, Chc)","Akaltara, Dist. Janjgir-Champa, Akaltara, Dist. Janjgir - Champa",Janjgir - Champa,Govt.,-,-,StockCamps
610,Chhattisgarh,Anugrah Blood Centre,"near Joshi photocopy tahsil bhata katghora, Katghora, Dist. Korba",Korba,Charitable/Vol,9301480827,alokdeep007@gmail.com,StockCamps
611,Chhattisgarh,Apna Blood Centre,"H. No. 245/4 sec. 4, near yashoda children hospital, opp. Minakshi saloon, devendra nagar raipur (c.g.) , Raipur, Dist. Raipur",Raipur,Charitable/Vol,7722856950,apnabloodctr@gmail.com,StockCamps
612,Chhattisgarh,Apollo Hospitals Blood Centre,"Vill. Lingiadih, Blaspur, Dist. Bilaspur",Bilaspur,Private,9755550834,drprernamohan@gmail.com,StockCamps
613,Chhattisgarh,Arogya Blood Center,"Gaurav Path Main Road, Baloda bazar, Dist. Baloda Bazaar",Baloda Bazaar,Charitable/Vol,8462006163,arogyablood@gmail.com,StockCamps
614,Chhattisgarh,"Arogya Blood Centre, Raipur","2nd Floor, Magadh Tower, Kushalpur chowk, raipur, Chhattisgarh, Raipur, Dist. Raipur",Raipur,Charitable/Vol,"8962445105, 07717965659",arogyablood@gmail.com,StockCamps
615,Chhattisgarh,Ashirwad Blood Centre,"At H. No.S-5, Rajiv Nagar, Shankar Nagar, Raipur, Dist. Raipur",Raipur,Charitable/Vol,9993096768,aashirwadblood@gmail.com,StockCamps
616,Chhattisgarh,Ayushman Blood Center,"Barpali Chowk Station Road, , Champa, Dist. Janjgir - Champa",Janjgir - Champa,Private,9131014415,ayushmanbloodbank@gmail.com,StockCamps
617,Chhattisgarh,"Bagbahara (Bsu Bmo, Chc)","Bagbahara, Dist. Mahasamund, Mahasamund, Dist. Mahasamund",Mahasamund,Govt.,-,-,StockCamps
618,Chhattisgarh,Balaji Blood Center Dhamtari,"Opp.shivam automobile bathena chowk raipur road, , Dhamtari, Dist. Dhamtari",Dhamtari,Private,7805076444,balajibloodcenter47@gmail.com,StockCamps
619,Chhattisgarh,Balaji Blood Centre,"M/s Balaji Hospital, Dubey colony, Mowa, Raipur, Raipur, Dist. Raipur",Raipur,Private,9685858006,sbbc.raipur@gmail.com,StockCamps
620,Chhattisgarh,"Balaji Blood Centre, Bhila","Near Sparsh Hospital, Ram Nagar, Bhilai-Durg, Durg, Dist. Durg",Durg,Private,6263895236,narottamverm@gmail.com,StockCamps
621,Chhattisgarh,Balaji Blood Centre Korba,"Kosabadi Chowk, behind new korba hospital, Korba, Chhattisgarh, Korba, Dist. Korba",Korba,Private,9303839969,kbalajibloodbank@gmail.com,StockCamps
622,Chhattisgarh,Balaji Charitable Blood Centre,"First Floor, Plot No. 3311/3, 3312/3 in front of Brahm Mandir, Brahm Road, Ramanuj Ward, Ambikapur, Dist. Surguja",Surguja,Charitable/Vol,7049709470,drmrityunjaisaraf@gmail.com,StockCamps
623,Chhattisgarh,Balaji Charitable Blood Centre Bilaspur,"Narmada Nagar vikas nagar behind vandana hospital mangla chowk Bilaspur, Bilaspur, Dist. Bilaspur",Bilaspur,Charitable/Vol,"7049709470, 8435599972",balajicharitablebb@gmail.com,StockCamps
624,Chhattisgarh,Balco Medical Centre Blood Centre,"sector 36, New Capital Area, Uparwara, Raipur, Dist. Raipur",Raipur,Private,9874592738,Dr.Neelesh.Jain@vedanta.co.in,StockCamps
625,Chhattisgarh,"Bhanupratappur (Bsu Bmo, Chc)","Bhanupratappur, Dist. Kanker, Bhanupratappur , Dist. Kanker",Kanker,Govt.,-,-,StockCamps
626,Chhattisgarh,Bharosa Blood And Component Centre,"4th Floor, Goushala Road, Raigarh, Dist. Raigarh",Raigarh,Private,9203716787,bharosabcc@gmail.com,StockCamps
627,Chhattisgarh,Bhatapara (Bsu Bmo Chc),"Bhatapara, Raipur, Bhatapara , Dist. Baloda Bazaar",Baloda Bazaar,Govt.,-,-,StockCamps
628,Chhattisgarh,Bhoramdev Blood Centre,"1st Floor ,Sethiya Plaza ,Azad Chowk, Raipur Road, Kawardha, Dist. Kabirdham",Kabirdham,Private,7470915103,bbc822023@gmail.com,StockCamps
629,Chhattisgarh,Bilasa Blood Centre,"old District Hospital Campus, Jamat Para Ward No-24,Rajnandgaon., Rajnandgaon, Dist. Rajnandgaon",Rajnandgaon,Charitable/Vol,9826173258,bilasarajnandgaon@gmail.com,StockCamps
630,Chhattisgarh,Bilasa Blood Centre Bilaspur,"Above Bhave Rajav Ali Chember, CIMS Chowk, Bilaspur, National Highway 200, Gond Para, Sadar Bazar, Bilaspur, Dist. Bilaspur",Bilaspur,Charitable/Vol,9770144001,bbbbilaspur@gmail.com,StockCamps
631,Chhattisgarh,Bilasa Blood Centre Korba,"BILASA BLOOD BANK - KORBA, HIG -21 EXTENSION,GHATAGHAR CHOWK, Korba, Dist. Korba",Korba,Charitable/Vol,9977289767,sri.bbbkrb.1008@gmail.com,StockCamps
632,Chhattisgarh,"Bilasa Blood Centre, Shankar Nagar","Main Rd, Pandri, Raipur, Raipur, Dist. Raipur",Raipur,Private,"0771-4009304, 9340064660",avilokitas@yahoo.com,StockCamps
633,Chhattisgarh,Bilaspur Blood Centre,"In front of samadhan nursing home,Near rajiv gandhi chowk,raipur road,Jarhabhata Bilaspur, Bilaspur, Dist. Bilaspur",Bilaspur,Charitable/Vol,9977300055/07752400055,bilaspurbloodcentre@gmail.com,StockCamps
634,Chhattisgarh,"Bilha (Bsu, Bmo, Chc)","Bilha, Bilaspur, Bilha , Dist. Bilaspur",Bilaspur,Govt.,-,-,StockCamps
635,Chhattisgarh,Blood Bank Regional Hospital Bilaspur,"Blood Bank Regional Hospital Bilaspur, Changer Sector, Bilaspur, District Bilaspur (HP) , Dist. Bilaspur",Bilaspur,Govt.,9418102784,-,StockCamps
636,Chhattisgarh,Blood Center District Hospital Baloda Bazar,"Panchshil nagar baloda bazar district hospital baloda bazar, baloda bazar, Dist. Baloda Bazaar",Baloda Bazaar,Govt.,9977375711,bloodbankdhbalodabazar.123@gmail.com,StockCamps
637,Chhattisgarh,Blood Centre District Hospital Dhamtari,"District Hospital, Ratnabandha, Dhamtari, C.G., Dhamtari, Dist. Dhamtari",Dhamtari,Govt.,9406422414,bbdhd2016@gmail.com,StockCamps
638,Chhattisgarh,Blood Centre Gmch Rjn,"Bharat Ratna Lt. Shri Atal Bihari Vajpayee Memorial Government Medical College Hospital, Pendri, Rajnandgaon, Chhattisgarh, Rajnandgaon, Dist. Rajnandgaon",Rajnandgaon,Govt.,8818967626,bloodcentregmchrjn@gmail.com,StockCamps
639,Chhattisgarh,Blood Centre Govt Medical College Dimrapal,"Late BRKM Medical College, Jagdalpur, Dist. Bastar",Bastar,Govt.,7782292879,bloodbankbrkmmedicalcollegejdp@gmail.com,StockCamps
640,Chhattisgarh,B.R. Ambedkar Memorial Hospital Blood Centre Raipur,"Pt. JNM Medical College, Jail Road, Raipur, Dist. Raipur",Raipur,Govt.,9826148884,modelbloodbankraipurcg@gmail.com,StockCamps
641,Chhattisgarh,Bsu Chc Charama,"Block Medical Officer Rani Durgawati community health centre Charama , situated at near bus stand charama district kanker (C.G.), charama, Dist. Kanker",Kanker,Govt.,7697753411,gr.mandavi@gmail.com,StockCamps
642,Chhattisgarh,Central Hospital Blood Center Manendragarh,"Ward no 22, amakherwa, Manendragarh, Dist. Koriya",Koriya,Govt.,7587390236,chbchasdeo@gmail.com,StockCamps
643,Chhattisgarh,Chandulal Chandrakar Memorial Government Medical College Hospital Blood Center,"Chandulal Chandrakar Memorial Government Medical College Hospital, Kachanduir, Durg, Kachandur, Dist. Durg",Durg,Govt.,9827872803,bloodcenterccmgmch@gmail.com,StockCamps
644,Chhattisgarh,Chandulal Chandrakar Memorial Hospital Blood Centre,"Chandulal Chandrakar Memorial Hospital Blood Bank, Nehru Nagar Chowak, G. E. Road, Bhiali,, Bhilai, Dist. Durg",Durg,Private,9301866151,cmbloodbank@gmail.com,StockCamps
645,Chhattisgarh,"Chc Chhuriya (Bsu, Bmo, Chc)","CHC Chhuriya, Chhuriya, Dist. Rajnandgaon",Rajnandgaon,Govt.,8889772459,bmochhuria3@gmail.com,StockCamps
646,Chhattisgarh,Chc Chirimiri,"Chirimiri, Chirimiri, Dist. Koriya",Koriya,Govt.,9977617256,drbanti39@gmail.com,StockCamps
647,Chhattisgarh,"Chhattisgarh Blood Bank, (Agrawal Hospital Parisar C/O Agrawal Institute Of Medical Sciences Pvt Ltd","G.E.Road, Raipur, Dist. Raipur",Raipur,Private,0771 - 2259900 / 2255898,toshan1979@rediffmail.com,StockCamps
648,Chhattisgarh,"Chhuikhadan (Bsu, Bmo, Chc)","Chhuikhadan Dist. Rajnandgaon, Chhuikhadan, Dist. Rajnandgaon",Rajnandgaon,Govt.,7587191819,bmochhuikhadan2022@gmail.com,StockCamps
649,Chhattisgarh,Christian Hospital Blood Centre Mungeli,"Tilak Ward Lormi Road, Mungeli, Dist. Mungeli",Mungeli,Charitable/Vol,9302228861,nirajtitus@gmail.com,StockCamps
650,Chhattisgarh,Cims Blood Center,"3rd Floor, CIMS Hospital Building, , River View Road, Gond Para, Bilaspur, Bilaspur, Dist. Bilaspur",Bilaspur,Govt.,9893056452,bloodbankbilaspur@gmail.com,StockCamps
651,Chhattisgarh,City Blood Centre,"ASHTVINAYAK BHAVAN, AZAD CHUOK, , TATYAPARA G.E. ROAD RAIPUR C.G., Raipur, Dist. Raipur",Raipur,Charitable/Vol,9827122374,dr.lanjewarmona@gmail.com,StockCamps
652,Chhattisgarh,Civil Hospital Kharsia,"Civil Line, Civil Hospital Kharsia, Distt. Raigarh (C.G.), Kharsia, Dist. Raigarh",Raigarh,Govt.,9425573101,chkharsia@gmail.com,StockCamps
653,Chhattisgarh,Civil Surgeon Cum Chiefc Hoshpital Susperintendent,"District Hospital Ramgarh, Mungeli, Chhattisgarh, Mungeli, Dist. Mungeli",Mungeli,Govt.,9826435214,mukeshgautam1930@gmail.com,StockCamps
654,Chhattisgarh,Community Health Health Center Sakti,"Community health center sakti. dist- sakti (CG), Sakti , Dist. Sakti Sarangarh",Sakti Sarangarh,Govt.,8982307430,-,StockCamps
655,Chhattisgarh,"Darbha (Bsu, Bmo, Chc)","Darbha, Dist. Bastar, Darbha , Dist. Bastar",Bastar,Govt.,-,-,StockCamps
656,Chhattisgarh,"Dhamdha (Bsu Bmo, Chc)","Dhamdha, Durg, Durg, Dist. Durg",Durg,Govt.,-,-,StockCamps
657,Chhattisgarh,Dhamtari Blood Centre And Component Center Of Care For Human And Health Society,"1st floor, Raza Market, Ratnabandha chowk dhamtari, Dhamtari, Dist. Dhamtari",Dhamtari,Charitable/Vol,8871586620,dr.neelendrachakravarty@gmail.com,StockCamps
658,Chhattisgarh,Dhamtari Christian Hospital Blood Centre,"C/O DHAMTARI CHRISTIAN HOSPITAL, RAIPUR ROAD DHAMTARI, Dhamtari, Dist. Dhamtari",Dhamtari,Private,9425516222,dchdhamtari@gmail.com,StockCamps
659,Chhattisgarh,Dharam Blood Centre,"NEAR PARSHURAM CHOWK GOURAV PATH,NEW BUSSTAND ROAD CHAMPA, CHAMPA, Dist. Janjgir - Champa",Janjgir - Champa,Private,8085152676,dharambloodcentre@gmail.com,StockCamps
660,Chhattisgarh,District Hospital Balrampur Blood Centre,"near main road, near govt high school, Balrampur, Dist. Balrampur- Ramanujganj",Balrampur- Ramanujganj,Govt.,"9039145651, 9713069903",balrampurbloodbank@gmail.com,StockCamps
661,Chhattisgarh,District Hospital Blood Center Gaurela Pendra Marwahi,"District Hospital- Gaurela Pendra Marwahi GPM, Gaurella, Dist. Gaurella Pendra Marwahi",Gaurella Pendra Marwahi,Govt.,9424153011,civilsurgeongpm@gmail.com,StockCamps
662,Chhattisgarh,District Hospital Blood Centre Ambikapur Distt. Surguja,"Civil Surgeon cum Suptt., District Hospital in medical college campus, Ambikapur, Ambikapur, Dist. Surguja",Surguja,Govt.,9131934620,bloodbankgmcambikapur@gmal.com,StockCamps
663,Chhattisgarh,District Hospital Blood Centre Balod,"Dalli Road near Govt college, Balod , Balod, Dist. Balod",Balod,Govt.,8839380134,bloodcentre27@gmail.com,StockCamps
664,Chhattisgarh,District Hospital Blood Centre Bemetara,"Bemetara, Chhattisgarh, Bemetra, Dist. Bemetra",Bemetra,Govt.,9754123201,csdhbemetara@gmail.com,StockCamps
665,Chhattisgarh,District Hospital Blood Centre Bijapur,"Blood Bank, District Hospital, Bijapur, Chattisgarh, Bijapur, Dist. Bijapur",Bijapur,Govt.,9131148760,bloodcentredhbijapur@gmail.com,StockCamps
666,Chhattisgarh,"District Hospital Blood Centre, Bilaspur","Opposite Rajeev Plaza, Near old Bus Stand , Bilaspur, Bilaspur, Dist. Bilaspur",Bilaspur,Govt.,9977833218,civilsurgeonbsp@gmail.com,StockCamps
667,Chhattisgarh,District Hospital Blood Centre Dantewada,"Govt Blood Bank, Dantewada District Hospital, Dantewada, Dist. Dantewada",Dantewada,Govt.,9573164218,bloodbankdantewada@gmail.com,StockCamps
668,Chhattisgarh,District Hospital Blood Centre Durg,"Civil Surgeon cum Suptt., District Hospital Blood Bank Durg, Durg, Dist. Durg",Durg,Govt.,"8103071304, 2219888",csdurg@gmail.com,StockCamps
669,Chhattisgarh,District Hospital Blood Centre Gariyaband,"jail road, behind petrol pump, Gariyaband, Dist. Gariyaband",Gariyaband,Govt.,6266340309,LALJISAHU2010@gmail.com,StockCamps
670,Chhattisgarh,District Hospital Blood Centre Jashpur,"Office civil Surgeon Cum Hospital Supritendent Jashpur, Govt.District Hospital, Jashpur, Jashpur, Dist. Jashpur",Jashpur,Govt.,7992990681,bloodbankdhjashpur@gmail.com,StockCamps
671,Chhattisgarh,District Hospital Blood Centre Kanker,"NH 43, Govindpur, Kanker, Kanker, Dist. Kanker",Kanker,Govt.,"7868241063, 9424274432",districthospitalkankar@gmail.com,StockCamps
672,Chhattisgarh,District Hospital Blood Centre Kawardha,"Civil Surgeon District Hospital, Kawardha, Kawardha, Dist. Kabirdham",Kabirdham,Govt.,"07741 235553, 07741 233413, 9827495629",dhkawardha@gmail.com,StockCamps
673,Chhattisgarh,District Hospital Blood Centre Kondagaon,"Dist. R.N.T. Hospital Blood Bank, Kondagaon, Dist. Kondagaon",Kondagaon,Govt.,9907347676,-,StockCamps
674,Chhattisgarh,District Hospital Blood Centre Koriya,"District Hospital Baikunthpur, Korea, Chattisgarh, Koriya, Dist. Koriya",Koriya,Govt.,9301537507,cskoreacg@gmail.com,StockCamps
675,Chhattisgarh,District Hospital Blood Centre Mahasamund,"Room No. 60, Blood Bank, District Hospital Mahasamund, Vill. Kharora, P.O. Bemcha, Mahasamund, Dist. Mahasamund",Mahasamund,Govt.,7047066806,cs.mahasamund@rediffmail.com,StockCamps
676,Chhattisgarh,District Hospital Blood Centre Mungeli,"Mungeli, Chattisgarh, Mungeli, Dist. Mungeli",Mungeli,Govt.,7987669987,bloodbankmungeli2017@gmail.com,StockCamps
677,Chhattisgarh,District Hospital Blood Centre Narayanpur,"District Hospital Narayanpur, Narayanpur, Dist. Narayanpur",Narayanpur,Govt.,9479188008,dhbloodbanknarayanpur@gmail.com,StockCamps
678,Chhattisgarh,District Hospital Blood Centre Raipur,"Civil Surgeon Cum Suptt. District Hospital, Raipur, District Hospital pandri, Raipur, Dist. Raipur",Raipur,Govt.,9424225268,civilsurgeonrpr@gmail.com,StockCamps
679,Chhattisgarh,District Hospital Blood Centre Sukma,"District Hospital Blood Bank, Sukma, Chattisgarh, Sukma, Dist. Sukma",Sukma,Govt.,9424297308,bloodbanksukma@gmail.com,StockCamps
680,Chhattisgarh,District Hospital Blood Centre Surajpur,"DISTRICT HOSPITAL BLOODBANK SURAJPUR, 1st.floor near c. s. office d.h.surajpur, Surajpur, Dist. Surajpur",Surajpur,Govt.,9826149623,cssurajpur@gmail.com,StockCamps
681,Chhattisgarh,District Hospital Janjgir,"Near jila panchayat, District Hospital Janjgir, Janjgir - Champa, Dist. Janjgir - Champa",Janjgir - Champa,Govt.,8889295589,csjainjgir@gmail.com,StockCamps
682,Chhattisgarh,"Dondi Lohara (Bsu Bmo, Chc)","Dondi Lohara, Dist. Balod, Balod, Dist. Balod",Balod,Govt.,-,-,StockCamps
683,Chhattisgarh,"Dongargarh (Bsu, Bmo, Chc)","Dongargarh Dist. Rajnandgaon, Dongargarh , Dist. Rajnandgaon",Rajnandgaon,Govt.,7389095802,tejendrverma76@gmail.com,StockCamps
684,Chhattisgarh,Dr Goyal Charitable Blood Center,"3196/4822, RANI TALAB, GEHUBADI, JAIL RD,, AMBIKAPUR. CHHATTISGARH, AMBIKAPUR, Dist. Surguja",Surguja,Charitable/Vol,6264965854,Drgoyalcharitablebloodcenter@gmail.com,StockCamps
685,Chhattisgarh,Ekta Blood Centre,"near Abhiyanta Bhawan, Magarpara, Bilaspur, Dist. Bilaspur",Bilaspur,Charitable/Vol,9644108882,ektabloodbank@gmail.com,StockCamps
686,Chhattisgarh,Evangelical Mission Hospital Blood Centre,"Evangelical Mission Hospital Campus, At Tilda, P.O. Neora, Raipur, Dist. Raipur",Raipur,Private,8628964363,emhtilda@gmail.com,StockCamps
687,Chhattisgarh,Gautam Hospital Blood Centre,"Antagarh Road, Bhanupratappur, Dist. Kanker",Kanker,Private,9424275507,gautamhospital2006@gmail.com,StockCamps
688,Chhattisgarh,Gayatri Hospital Blood Centre,"Om Parisar, Arya Nagar,Durg, Durg, Dist. Durg",Durg,Private,9009059811,-,StockCamps
689,Chhattisgarh,"Geedam (Bsu, Bmo, Chc)","Geedam, Dist. Dantewada, Geedam , Dist. Dantewada",Dantewada,Govt.,-,-,StockCamps
690,Chhattisgarh,"Gharghoda (Bsu, Bmo, Chc)","Gharghora, Raigarh, Gharghoda , Dist. Raigarh",Raigarh,Govt.,-,-,StockCamps
691,Chhattisgarh,Good Hope Blood Center,"2nd Floor, Shaily Heights, Near AIIMS, Gate no. 1,, GE road, Tatibandh, Raipur Chhattisgarh, Raipur, Dist. Raipur",Raipur,Private,8819835696,goodhopebccraipur@gmail.com,StockCamps
692,Chhattisgarh,"Gourella (Bsu, Bmo, Chc)","Gorela, Bilaspur, Gourella , Dist. Bilaspur",Bilaspur,Govt.,-,-,StockCamps
693,Chhattisgarh,"Govt. District Hospital Blood Centre, Rajnandgaon","Civil Surgeon cum Suptt. Dist. Hospital, Basantpur, Basantpur, Dist. Rajnandgaon",Rajnandgaon,Govt.,9993683474,bloodbankrjn@gmail.com,StockCamps
694,Chhattisgarh,"Gunderdehi (Bsu Bmo, Chc)","Gunderdehi, Dist. Balod, Balod, Dist. Balod",Balod,Govt.,-,-,StockCamps
695,Chhattisgarh,Hanshwhini Blood Centre,"Infront of RK Petrol pump, RQ Square Buliding seepat road , Bilaspur, Dist. Bilaspur",Bilaspur,Charitable/Vol,9993982998,hanswahinibb@gmail.com,StockCamps
696,Chhattisgarh,"Hasdeo Blood Centre , Champa","PLOT NO.81 , 1ST FLOOR STATION ROAD MANJHALI TALAB MAIN ROAD CHAMPA , Champa, Dist. Janjgir - Champa",Janjgir - Champa,Private,9770174022,hasdeobloodcentrechamp@gmail.com,StockCamps
697,Chhattisgarh,Holy Cross Hospital,"Holy Cross Hospital, Ambikapur, Ambikapur, Dist. Surguja",Surguja,Private,8718072978,hchambikapur@gmail.com,StockCamps
698,Chhattisgarh,Indian Red Cross Blood Centre Durg,"District Hospital Premises Durg, Durg, Dist. Durg",Durg,Red Cross,8103071304,ircsdurg@gmail.com,StockCamps
699,Chhattisgarh,Indian Red Cross Blood Centre Raipur,"DKS SUPER SPECIALITY HOSPITAL PREMISES, NEAR SHASTRI CHOWK, G.E. ROAD RAIPUR (C.G.), Raipur, Dist. Raipur",Raipur,Red Cross,7712880111,redcrossbloodbank2008@gmail.com,StockCamps
700,Chhattisgarh,Jaideep Blood And Component Center,"JAIDEEP BLOOD AND COMPONENT CENTER, Raipur, Dist. Raipur",Raipur,Charitable/Vol,9111577740,Jaideep.rpr@gmail.com,StockCamps
701,Chhattisgarh,"Jaijaipur (Bsu Bmo, Chc)","Jaijaipur, Dist. Janjgir-Champa, Janjgir-Champa, Dist. Janjgir - Champa",Janjgir - Champa,Govt.,-,-,StockCamps
702,Chhattisgarh,Janakpur (Bsu),"Janakpur Distt. Korea, Janakpur , Dist. Koriya",Koriya,Govt.,-,-,StockCamps
703,Chhattisgarh,J.L.N. Hospital And Research Center Blood Centre,"Hospital Sector, Bhilai, Bhilai, Dist. Durg",Durg,Govt.,"0788 2856020, 9407983537",jlnhrc@sail-bhilaisteel.com,StockCamps
704,Chhattisgarh,"Kartala (Bsu, Bmo, Chc)","Kartala, Dist. Korba, Kartala, Dist. Korba",Korba,Govt.,-,-,StockCamps
705,Chhattisgarh,"Kasdol (Bsu Bmo, Chc)","Kasdol, Dist. Baloda Bazar, Baloda Bazaar, Dist. Baloda Bazaar",Baloda Bazaar,Govt.,-,-,StockCamps
706,Chhattisgarh,"Katekalyan (Bsu, Bmo, Chc)","Katekalyan, Dist. Dantewada, Katekalyan, Dist. Dantewada",Dantewada,Govt.,-,-,StockCamps
707,Chhattisgarh,Katghora Blood Center,"KORAM COMPLEX NEAR CIVIL COURT KATGHORA,KORBA ROAD, hokra mood katghora, Katghora, Dist. Korba",Korba,Private,7489312255,Katghorabloodcenter@gmail.com,StockCamps
708,Chhattisgarh,"Katghora (Bsu, Bmo, Chc)","Katghora Dist. Korba, Katghora , Dist. Korba",Korba,Govt.,-,-,StockCamps
709,Chhattisgarh,K.G.Hospital Blood Centre,"K.G.HOSPITAL BLOOD CENTRE, NEAR GOPI TALKIES, Raigarh, Dist. Raigarh",Raigarh,Govt.,9399270023,csraigarh@gmaill.com,StockCamps
710,Chhattisgarh,"Kota (Bsu Bmo, Chc)","Kota, Dist. Bilaspur, Bilaspur, Dist. Bilaspur",Bilaspur,Govt.,-,-,StockCamps
711,Chhattisgarh,"Kurud (Bsu Bmo, Chc)","Kurud, Dahmtari, Dhamtari, Dist. Dhamtari",Dhamtari,Govt.,9753388642,bpmu.kurud2019@gmail.com,StockCamps
712,Chhattisgarh,"Lailunga (Bsu, Bmo, Chc)","Lailunga, Raigarh, Lailunga, Dist. Raigarh",Raigarh,Govt.,-,-,StockCamps
713,Chhattisgarh,Late Shri Lakhiram Agrawal Mem Govt Medical College Associated Sant Baba Guru Ghasidas Ji Memo Govt,"Sant Baba Guru Ghasidas Ji Memo Govt Hospital, parisar, 1st floor, dist-raigarh c.g., Raigarh, Dist. Raigarh",Raigarh,Govt.,9993540060,sbggm-bloodcentre@cg.gov.in,StockCamps
714,Chhattisgarh,Life Care Blood Centre Raipur,"Surjeet Arcade, 2ndFloor, MIG-237, Housing Board Colony, near AlIMS Hospital, Gate no. 1 Tatibandh, Raipur, Dist. Raipur",Raipur,Charitable/Vol,9993579049,lifecarebloodcentre23@gmail.com,StockCamps
715,Chhattisgarh,Lifeline Blood Centre,"1st,2nd Floor,Hare Krishna Tower,Near Kamla College , Rajnandgaon CG, Rajnandgaon, Dist. Rajnandgaon",Rajnandgaon,Private,9685047557,Lifelinebloodcentre123@gmail,StockCamps
716,Chhattisgarh,Lormi (Bsu),"Lormi, Distt. Mungeli, Lormi , Dist. Mungeli",Mungeli,Govt.,-,-,StockCamps
717,Chhattisgarh,"Magarload (Bsu, Bmo, Chc)","Magarlod, Dist. Dhamtari, Magarlod, Dist. Dhamtari",Dhamtari,Govt.,9685069085,bpmu.chcmagarlod@gmail.com,StockCamps
